timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], temperature.gpu
2026/06/25 16:11:31.102, 0 %, 0 %, 378 MiB, 50
2026/06/25 16:11:31.203, 0 %, 0 %, 387 MiB, 50
2026/06/25 16:11:31.306, 2 %, 1 %, 387 MiB, 50
2026/06/25 16:11:31.408, 2 %, 1 %, 378 MiB, 50
2026/06/25 16:11:31.510, 3 %, 1 %, 378 MiB, 50
2026/06/25 16:11:31.611, 3 %, 1 %, 378 MiB, 50
2026/06/25 16:11:31.713, 0 %, 0 %, 378 MiB, 50
2026/06/25 16:11:31.814, 0 %, 0 %, 378 MiB, 50
2026/06/25 16:11:31.916, 0 %, 0 %, 387 MiB, 50
2026/06/25 16:11:32.019, 0 %, 0 %, 387 MiB, 50
2026/06/25 16:11:32.122, 6 %, 2 %, 387 MiB, 50
2026/06/25 16:11:32.224, 6 %, 2 %, 387 MiB, 50
2026/06/25 16:11:32.326, 5 %, 1 %, 505 MiB, 50
2026/06/25 16:11:32.428, 5 %, 1 %, 505 MiB, 50
2026/06/25 16:11:32.530, 0 %, 0 %, 481 MiB, 50
2026/06/25 16:11:32.631, 0 %, 0 %, 473 MiB, 50
2026/06/25 16:11:32.733, 3 %, 1 %, 378 MiB, 50
2026/06/25 16:11:32.834, 3 %, 1 %, 378 MiB, 50
2026/06/25 16:11:32.936, 0 %, 0 %, 378 MiB, 50
2026/06/25 16:11:33.038, 0 %, 0 %, 378 MiB, 50
2026/06/25 16:11:33.141, 0 %, 2 %, 387 MiB, 50
2026/06/25 16:11:33.245, 0 %, 2 %, 386 MiB, 50
2026/06/25 16:11:33.346, 3 %, 2 %, 386 MiB, 50
2026/06/25 16:11:33.449, 3 %, 2 %, 505 MiB, 50
2026/06/25 16:11:33.552, 5 %, 1 %, 505 MiB, 50
2026/06/25 16:11:33.655, 5 %, 1 %, 505 MiB, 50
2026/06/25 16:11:33.756, 0 %, 0 %, 389 MiB, 50
2026/06/25 16:11:33.858, 0 %, 0 %, 378 MiB, 50
2026/06/25 16:11:33.960, 3 %, 1 %, 378 MiB, 50
2026/06/25 16:11:34.062, 0 %, 2 %, 378 MiB, 50
2026/06/25 16:11:34.167, 0 %, 2 %, 378 MiB, 50
2026/06/25 16:11:34.270, 0 %, 2 %, 380 MiB, 50
2026/06/25 16:11:34.379, 0 %, 2 %, 380 MiB, 50
2026/06/25 16:11:34.480, 6 %, 2 %, 472 MiB, 50
2026/06/25 16:11:34.583, 6 %, 2 %, 473 MiB, 50
2026/06/25 16:11:34.686, 4 %, 1 %, 505 MiB, 50
2026/06/25 16:11:34.787, 4 %, 1 %, 505 MiB, 50
2026/06/25 16:11:34.889, 2 %, 1 %, 505 MiB, 50
2026/06/25 16:11:34.990, 2 %, 1 %, 387 MiB, 50
2026/06/25 16:11:35.092, 3 %, 1 %, 378 MiB, 50
2026/06/25 16:11:35.195, 3 %, 1 %, 378 MiB, 50
2026/06/25 16:11:35.298, 0 %, 0 %, 378 MiB, 50
2026/06/25 16:11:35.400, 0 %, 0 %, 378 MiB, 50
2026/06/25 16:11:35.502, 0 %, 0 %, 378 MiB, 50
2026/06/25 16:11:35.604, 0 %, 0 %, 387 MiB, 51
2026/06/25 16:11:35.707, 3 %, 1 %, 387 MiB, 51
2026/06/25 16:11:35.808, 3 %, 1 %, 387 MiB, 51
2026/06/25 16:11:35.910, 5 %, 1 %, 387 MiB, 51
2026/06/25 16:11:36.012, 5 %, 1 %, 505 MiB, 51
2026/06/25 16:11:36.114, 3 %, 1 %, 505 MiB, 51
2026/06/25 16:11:36.216, 3 %, 1 %, 479 MiB, 51
2026/06/25 16:11:36.317, 0 %, 0 %, 399 MiB, 51
2026/06/25 16:11:36.419, 0 %, 0 %, 378 MiB, 51
2026/06/25 16:11:36.522, 2 %, 1 %, 378 MiB, 51
2026/06/25 16:11:36.624, 2 %, 1 %, 378 MiB, 51
2026/06/25 16:11:36.725, 0 %, 0 %, 378 MiB, 51
2026/06/25 16:11:36.833, 0 %, 0 %, 378 MiB, 51
2026/06/25 16:11:36.936, 0 %, 0 %, 380 MiB, 51
2026/06/25 16:11:37.038, 0 %, 0 %, 384 MiB, 51
2026/06/25 16:11:37.139, 5 %, 1 %, 386 MiB, 51
2026/06/25 16:11:37.242, 5 %, 1 %, 505 MiB, 51
2026/06/25 16:11:37.343, 5 %, 1 %, 505 MiB, 51
2026/06/25 16:11:37.445, 5 %, 1 %, 505 MiB, 51
2026/06/25 16:11:37.547, 0 %, 0 %, 389 MiB, 51
2026/06/25 16:11:37.649, 0 %, 0 %, 378 MiB, 51
2026/06/25 16:11:37.751, 3 %, 1 %, 378 MiB, 51
2026/06/25 16:11:37.854, 3 %, 1 %, 378 MiB, 51
2026/06/25 16:11:37.955, 0 %, 0 %, 378 MiB, 51
2026/06/25 16:11:38.058, 0 %, 2 %, 380 MiB, 51
2026/06/25 16:11:38.169, 0 %, 2 %, 378 MiB, 50
2026/06/25 16:11:38.271, 3 %, 2 %, 378 MiB, 50
2026/06/25 16:11:38.376, 3 %, 2 %, 378 MiB, 50
2026/06/25 16:11:38.477, 0 %, 0 %, 378 MiB, 50
2026/06/25 16:11:38.579, 0 %, 0 %, 378 MiB, 50
2026/06/25 16:11:38.681, 0 %, 0 %, 378 MiB, 51
2026/06/25 16:11:38.784, 0 %, 0 %, 378 MiB, 51
2026/06/25 16:11:38.886, 0 %, 0 %, 378 MiB, 51
2026/06/25 16:11:38.989, 0 %, 0 %, 378 MiB, 51
2026/06/25 16:11:39.090, 0 %, 2 %, 378 MiB, 51
2026/06/25 16:11:39.193, 0 %, 2 %, 378 MiB, 50
2026/06/25 16:11:39.295, 0 %, 2 %, 378 MiB, 50
2026/06/25 16:11:39.396, 0 %, 2 %, 378 MiB, 50
2026/06/25 16:11:39.498, 0 %, 2 %, 378 MiB, 50
2026/06/25 16:11:39.600, 0 %, 2 %, 378 MiB, 50
2026/06/25 16:11:39.702, 0 %, 2 %, 378 MiB, 50
2026/06/25 16:11:39.804, 0 %, 2 %, 378 MiB, 50
2026/06/25 16:11:39.907, 0 %, 2 %, 378 MiB, 50
2026/06/25 16:11:40.009, 0 %, 2 %, 378 MiB, 50
2026/06/25 16:11:40.111, 0 %, 71 %, 378 MiB, 50
2026/06/25 16:11:40.213, 0 %, 71 %, 378 MiB, 50
2026/06/25 16:11:40.316, 0 %, 51 %, 378 MiB, 50
2026/06/25 16:11:40.418, 0 %, 51 %, 378 MiB, 50
2026/06/25 16:11:40.521, 0 %, 53 %, 378 MiB, 50
2026/06/25 16:11:40.623, 0 %, 53 %, 378 MiB, 50
2026/06/25 16:11:40.725, 0 %, 72 %, 378 MiB, 50
2026/06/25 16:11:40.828, 0 %, 72 %, 378 MiB, 50
2026/06/25 16:11:40.930, 0 %, 51 %, 378 MiB, 50
2026/06/25 16:11:41.032, 0 %, 51 %, 378 MiB, 50
2026/06/25 16:11:41.134, 0 %, 1 %, 378 MiB, 50
2026/06/25 16:11:41.236, 0 %, 1 %, 378 MiB, 50
2026/06/25 16:11:41.339, 0 %, 0 %, 378 MiB, 50
2026/06/25 16:11:41.441, 0 %, 0 %, 378 MiB, 50
2026/06/25 16:11:41.544, 0 %, 0 %, 378 MiB, 50
2026/06/25 16:11:41.647, 0 %, 0 %, 378 MiB, 50
2026/06/25 16:11:41.751, 0 %, 0 %, 378 MiB, 50
2026/06/25 16:11:41.854, 0 %, 0 %, 378 MiB, 50
2026/06/25 16:11:41.957, 0 %, 0 %, 378 MiB, 50
2026/06/25 16:11:42.059, 0 %, 0 %, 378 MiB, 50
2026/06/25 16:11:42.164, 0 %, 0 %, 378 MiB, 50
2026/06/25 16:11:42.267, 1 %, 6 %, 378 MiB, 50
2026/06/25 16:11:42.373, 1 %, 6 %, 378 MiB, 50
2026/06/25 16:11:42.475, 0 %, 9 %, 378 MiB, 50
2026/06/25 16:11:42.578, 0 %, 9 %, 378 MiB, 50
2026/06/25 16:11:42.681, 0 %, 11 %, 378 MiB, 50
2026/06/25 16:11:42.784, 0 %, 11 %, 378 MiB, 50
2026/06/25 16:11:42.886, 0 %, 26 %, 378 MiB, 50
2026/06/25 16:11:42.988, 0 %, 26 %, 378 MiB, 50
2026/06/25 16:11:43.090, 13 %, 16 %, 378 MiB, 50
2026/06/25 16:11:43.192, 13 %, 16 %, 378 MiB, 50
2026/06/25 16:11:43.294, 20 %, 5 %, 378 MiB, 50
2026/06/25 16:11:43.398, 20 %, 5 %, 378 MiB, 50
2026/06/25 16:11:43.519, 19 %, 6 %, 378 MiB, 50
2026/06/25 16:11:43.621, 19 %, 6 %, 378 MiB, 50
2026/06/25 16:11:43.732, 19 %, 6 %, 378 MiB, 50
2026/06/25 16:11:43.835, 19 %, 6 %, 378 MiB, 50
2026/06/25 16:11:43.941, 19 %, 3 %, 378 MiB, 50
2026/06/25 16:11:44.043, 19 %, 3 %, 378 MiB, 50
2026/06/25 16:11:44.146, 19 %, 3 %, 378 MiB, 50
2026/06/25 16:11:44.248, 19 %, 3 %, 378 MiB, 50
2026/06/25 16:11:44.376, 19 %, 3 %, 380 MiB, 50
2026/06/25 16:11:44.480, 20 %, 7 %, 387 MiB, 50
2026/06/25 16:11:44.583, 20 %, 7 %, 387 MiB, 50
2026/06/25 16:11:44.685, 24 %, 7 %, 3129 MiB, 50
2026/06/25 16:11:44.787, 24 %, 7 %, 5053 MiB, 50
2026/06/25 16:11:44.889, 85 %, 12 %, 5053 MiB, 50
2026/06/25 16:11:44.990, 85 %, 12 %, 5053 MiB, 50
2026/06/25 16:11:45.096, 72 %, 4 %, 5053 MiB, 50
2026/06/25 16:11:45.205, 72 %, 4 %, 5053 MiB, 50
2026/06/25 16:11:45.309, 57 %, 3 %, 5053 MiB, 50
2026/06/25 16:11:45.411, 57 %, 3 %, 5265 MiB, 52
2026/06/25 16:11:45.513, 41 %, 3 %, 5279 MiB, 52
2026/06/25 16:11:45.615, 41 %, 3 %, 5279 MiB, 52
2026/06/25 16:11:45.743, 13 %, 12 %, 5279 MiB, 52
2026/06/25 16:11:45.845, 13 %, 12 %, 5279 MiB, 52
2026/06/25 16:11:45.946, 0 %, 0 %, 5279 MiB, 52
2026/06/25 16:11:46.048, 0 %, 0 %, 5279 MiB, 52
2026/06/25 16:11:46.149, 2 %, 0 %, 5279 MiB, 52
2026/06/25 16:11:46.251, 2 %, 0 %, 5279 MiB, 52
2026/06/25 16:11:46.354, 6 %, 0 %, 5279 MiB, 52
2026/06/25 16:11:46.456, 6 %, 0 %, 5279 MiB, 52
2026/06/25 16:11:46.563, 6 %, 0 %, 5279 MiB, 52
2026/06/25 16:11:46.664, 6 %, 0 %, 5279 MiB, 52
2026/06/25 16:11:46.771, 6 %, 0 %, 5279 MiB, 52
2026/06/25 16:11:46.873, 6 %, 0 %, 5279 MiB, 52
2026/06/25 16:11:46.975, 6 %, 0 %, 5289 MiB, 53
2026/06/25 16:11:47.076, 15 %, 13 %, 5289 MiB, 53
2026/06/25 16:11:47.184, 15 %, 13 %, 5289 MiB, 53
2026/06/25 16:11:47.285, 5 %, 0 %, 5289 MiB, 53
2026/06/25 16:11:47.387, 5 %, 0 %, 5289 MiB, 53
2026/06/25 16:11:47.493, 6 %, 0 %, 5289 MiB, 53
2026/06/25 16:11:47.596, 6 %, 0 %, 5289 MiB, 53
2026/06/25 16:11:47.697, 6 %, 0 %, 5289 MiB, 53
2026/06/25 16:11:47.804, 6 %, 0 %, 5289 MiB, 53
2026/06/25 16:11:47.906, 6 %, 0 %, 5289 MiB, 53
2026/06/25 16:11:48.008, 6 %, 0 %, 5289 MiB, 52
2026/06/25 16:11:48.110, 5 %, 0 %, 5289 MiB, 52
2026/06/25 16:11:48.211, 5 %, 0 %, 5289 MiB, 52
2026/06/25 16:11:48.317, 0 %, 0 %, 5289 MiB, 52
2026/06/25 16:11:48.419, 0 %, 0 %, 5289 MiB, 52
2026/06/25 16:11:48.521, 0 %, 0 %, 5289 MiB, 52
2026/06/25 16:11:48.623, 0 %, 0 %, 5289 MiB, 52
2026/06/25 16:11:48.725, 1 %, 0 %, 5289 MiB, 52
2026/06/25 16:11:48.827, 1 %, 0 %, 5289 MiB, 52
2026/06/25 16:11:48.930, 1 %, 0 %, 5289 MiB, 52
2026/06/25 16:11:49.031, 1 %, 0 %, 5289 MiB, 52
2026/06/25 16:11:49.133, 2 %, 0 %, 5289 MiB, 52
2026/06/25 16:11:49.235, 2 %, 0 %, 5289 MiB, 52
2026/06/25 16:11:49.337, 5 %, 0 %, 5289 MiB, 52
2026/06/25 16:11:49.439, 5 %, 0 %, 5289 MiB, 52
2026/06/25 16:11:49.542, 2 %, 0 %, 5289 MiB, 52
2026/06/25 16:11:49.644, 2 %, 0 %, 5289 MiB, 52
2026/06/25 16:11:49.746, 6 %, 0 %, 5289 MiB, 52
2026/06/25 16:11:49.848, 6 %, 0 %, 5289 MiB, 52
2026/06/25 16:11:49.950, 6 %, 0 %, 5289 MiB, 52
2026/06/25 16:11:50.052, 6 %, 0 %, 5289 MiB, 52
2026/06/25 16:11:50.154, 6 %, 0 %, 5289 MiB, 52
2026/06/25 16:11:50.258, 6 %, 0 %, 5289 MiB, 52
2026/06/25 16:11:50.366, 6 %, 0 %, 5289 MiB, 52
2026/06/25 16:11:50.469, 0 %, 0 %, 5289 MiB, 52
2026/06/25 16:11:50.570, 0 %, 0 %, 5289 MiB, 52
2026/06/25 16:11:50.673, 0 %, 0 %, 5289 MiB, 52
2026/06/25 16:11:50.775, 0 %, 0 %, 5289 MiB, 52
2026/06/25 16:11:50.877, 1 %, 0 %, 5289 MiB, 52
2026/06/25 16:11:50.979, 1 %, 0 %, 5289 MiB, 52
2026/06/25 16:11:51.081, 0 %, 0 %, 5289 MiB, 52
2026/06/25 16:11:51.183, 0 %, 0 %, 5289 MiB, 52
2026/06/25 16:11:51.286, 2 %, 1 %, 5289 MiB, 52
2026/06/25 16:11:51.390, 2 %, 1 %, 5289 MiB, 52
2026/06/25 16:11:51.493, 2 %, 1 %, 5289 MiB, 52
2026/06/25 16:11:51.595, 2 %, 1 %, 5289 MiB, 52
2026/06/25 16:11:51.697, 1 %, 1 %, 5293 MiB, 52
2026/06/25 16:11:51.800, 1 %, 1 %, 5293 MiB, 52
2026/06/25 16:11:51.903, 95 %, 80 %, 5293 MiB, 52
2026/06/25 16:11:52.020, 95 %, 80 %, 5293 MiB, 52
2026/06/25 16:11:52.123, 63 %, 60 %, 5293 MiB, 53
2026/06/25 16:11:52.226, 63 %, 60 %, 5293 MiB, 53
2026/06/25 16:11:52.327, 76 %, 77 %, 5293 MiB, 53
2026/06/25 16:11:52.429, 76 %, 77 %, 5293 MiB, 53
2026/06/25 16:11:52.533, 74 %, 78 %, 5293 MiB, 53
2026/06/25 16:11:52.644, 74 %, 78 %, 5293 MiB, 56
2026/06/25 16:11:52.746, 76 %, 77 %, 5293 MiB, 56
2026/06/25 16:11:52.847, 76 %, 77 %, 5293 MiB, 56
2026/06/25 16:11:52.949, 71 %, 73 %, 5293 MiB, 56
2026/06/25 16:11:53.051, 71 %, 73 %, 5293 MiB, 56
2026/06/25 16:11:53.153, 74 %, 78 %, 5293 MiB, 58
2026/06/25 16:11:53.255, 72 %, 78 %, 5293 MiB, 58
2026/06/25 16:11:53.367, 72 %, 78 %, 5293 MiB, 58
2026/06/25 16:11:53.469, 71 %, 76 %, 5293 MiB, 58
2026/06/25 16:11:53.603, 71 %, 76 %, 5293 MiB, 58
2026/06/25 16:11:53.708, 72 %, 79 %, 5293 MiB, 58
2026/06/25 16:11:53.810, 72 %, 79 %, 5293 MiB, 58
2026/06/25 16:11:53.912, 70 %, 76 %, 5293 MiB, 58
2026/06/25 16:11:54.014, 70 %, 76 %, 5293 MiB, 58
2026/06/25 16:11:54.116, 72 %, 79 %, 5293 MiB, 59
2026/06/25 16:11:54.218, 72 %, 79 %, 5293 MiB, 59
2026/06/25 16:11:54.321, 70 %, 77 %, 5293 MiB, 59
2026/06/25 16:11:54.423, 70 %, 77 %, 5293 MiB, 59
2026/06/25 16:11:54.526, 69 %, 75 %, 5293 MiB, 59
2026/06/25 16:11:54.630, 69 %, 75 %, 5293 MiB, 59
2026/06/25 16:11:54.737, 73 %, 80 %, 5293 MiB, 59
2026/06/25 16:11:54.839, 73 %, 80 %, 5293 MiB, 59
2026/06/25 16:11:54.941, 69 %, 76 %, 5293 MiB, 59
2026/06/25 16:11:55.043, 69 %, 76 %, 5293 MiB, 59
2026/06/25 16:11:55.145, 71 %, 78 %, 5293 MiB, 60
2026/06/25 16:11:55.246, 71 %, 78 %, 5293 MiB, 60
2026/06/25 16:11:55.348, 72 %, 79 %, 5293 MiB, 60
2026/06/25 16:11:55.449, 72 %, 79 %, 5293 MiB, 60
2026/06/25 16:11:55.551, 68 %, 74 %, 5293 MiB, 60
2026/06/25 16:11:55.653, 72 %, 78 %, 5293 MiB, 59
2026/06/25 16:11:55.774, 72 %, 78 %, 5293 MiB, 59
2026/06/25 16:11:55.877, 70 %, 76 %, 5293 MiB, 59
2026/06/25 16:11:55.978, 70 %, 76 %, 5293 MiB, 59
2026/06/25 16:11:56.080, 73 %, 80 %, 5293 MiB, 59
2026/06/25 16:11:56.181, 73 %, 80 %, 5293 MiB, 60
2026/06/25 16:11:56.283, 71 %, 78 %, 5293 MiB, 60
2026/06/25 16:11:56.386, 71 %, 78 %, 5293 MiB, 60
2026/06/25 16:11:56.487, 72 %, 74 %, 5293 MiB, 60
2026/06/25 16:11:56.589, 72 %, 74 %, 5293 MiB, 60
2026/06/25 16:11:56.692, 71 %, 71 %, 5293 MiB, 61
2026/06/25 16:11:56.796, 71 %, 71 %, 5293 MiB, 61
2026/06/25 16:11:56.897, 72 %, 72 %, 5293 MiB, 61
2026/06/25 16:11:56.999, 72 %, 72 %, 5293 MiB, 61
2026/06/25 16:11:57.101, 70 %, 71 %, 5293 MiB, 61
2026/06/25 16:11:57.202, 70 %, 71 %, 5293 MiB, 60
2026/06/25 16:11:57.304, 72 %, 73 %, 5293 MiB, 60
2026/06/25 16:11:57.406, 72 %, 73 %, 5293 MiB, 60
2026/06/25 16:11:57.508, 73 %, 79 %, 5293 MiB, 60
2026/06/25 16:11:57.611, 73 %, 79 %, 5293 MiB, 60
2026/06/25 16:11:57.713, 70 %, 76 %, 5293 MiB, 61
2026/06/25 16:11:57.814, 70 %, 76 %, 5293 MiB, 61
2026/06/25 16:11:57.916, 70 %, 76 %, 5293 MiB, 61
2026/06/25 16:11:58.017, 70 %, 76 %, 5293 MiB, 61
2026/06/25 16:11:58.119, 73 %, 80 %, 5293 MiB, 61
2026/06/25 16:11:58.221, 73 %, 80 %, 5293 MiB, 61
2026/06/25 16:11:58.322, 69 %, 75 %, 5293 MiB, 61
2026/06/25 16:11:58.424, 69 %, 75 %, 5293 MiB, 61
2026/06/25 16:11:58.526, 72 %, 78 %, 5293 MiB, 61
2026/06/25 16:11:58.627, 72 %, 78 %, 5293 MiB, 61
2026/06/25 16:11:58.730, 69 %, 75 %, 5293 MiB, 61
2026/06/25 16:11:58.833, 69 %, 75 %, 5293 MiB, 61
2026/06/25 16:11:58.935, 71 %, 77 %, 5293 MiB, 61
2026/06/25 16:11:59.037, 71 %, 77 %, 5293 MiB, 61
2026/06/25 16:11:59.139, 74 %, 81 %, 5293 MiB, 61
2026/06/25 16:11:59.241, 74 %, 81 %, 5293 MiB, 61
2026/06/25 16:11:59.342, 67 %, 71 %, 5293 MiB, 61
2026/06/25 16:11:59.444, 67 %, 71 %, 5293 MiB, 61
2026/06/25 16:11:59.546, 74 %, 81 %, 5293 MiB, 61
2026/06/25 16:11:59.648, 74 %, 81 %, 5293 MiB, 61
2026/06/25 16:11:59.751, 69 %, 76 %, 5293 MiB, 62
2026/06/25 16:11:59.855, 72 %, 78 %, 5293 MiB, 62
2026/06/25 16:11:59.975, 72 %, 78 %, 5293 MiB, 62
2026/06/25 16:12:00.079, 72 %, 79 %, 5293 MiB, 62
2026/06/25 16:12:00.181, 72 %, 79 %, 5293 MiB, 62
2026/06/25 16:12:00.283, 69 %, 75 %, 5293 MiB, 61
2026/06/25 16:12:00.385, 69 %, 75 %, 5293 MiB, 61
2026/06/25 16:12:00.487, 73 %, 80 %, 5293 MiB, 61
2026/06/25 16:12:00.589, 73 %, 80 %, 5293 MiB, 61
2026/06/25 16:12:00.692, 70 %, 77 %, 5293 MiB, 61
2026/06/25 16:12:00.794, 70 %, 77 %, 5293 MiB, 62
2026/06/25 16:12:00.896, 72 %, 78 %, 5293 MiB, 62
2026/06/25 16:12:00.997, 72 %, 78 %, 5293 MiB, 62
2026/06/25 16:12:01.099, 71 %, 78 %, 5293 MiB, 62
2026/06/25 16:12:01.200, 71 %, 78 %, 5293 MiB, 62
2026/06/25 16:12:01.303, 68 %, 76 %, 5293 MiB, 62
2026/06/25 16:12:01.405, 68 %, 76 %, 5293 MiB, 62
2026/06/25 16:12:01.507, 74 %, 80 %, 5293 MiB, 62
2026/06/25 16:12:01.609, 74 %, 80 %, 5293 MiB, 62
2026/06/25 16:12:01.711, 68 %, 75 %, 5293 MiB, 62
2026/06/25 16:12:01.814, 68 %, 75 %, 5293 MiB, 63
2026/06/25 16:12:01.916, 73 %, 79 %, 5293 MiB, 63
2026/06/25 16:12:02.018, 73 %, 79 %, 5293 MiB, 63
2026/06/25 16:12:02.120, 72 %, 79 %, 5293 MiB, 63
2026/06/25 16:12:02.221, 72 %, 79 %, 5293 MiB, 63
2026/06/25 16:12:02.323, 71 %, 78 %, 5293 MiB, 62
2026/06/25 16:12:02.425, 71 %, 78 %, 5293 MiB, 62
2026/06/25 16:12:02.528, 72 %, 78 %, 5293 MiB, 62
2026/06/25 16:12:02.629, 72 %, 78 %, 5293 MiB, 62
2026/06/25 16:12:02.731, 73 %, 80 %, 5293 MiB, 62
2026/06/25 16:12:02.832, 73 %, 80 %, 5293 MiB, 62
2026/06/25 16:12:02.936, 71 %, 78 %, 5293 MiB, 62
2026/06/25 16:12:03.038, 71 %, 78 %, 5293 MiB, 62
2026/06/25 16:12:03.142, 71 %, 78 %, 5293 MiB, 62
2026/06/25 16:12:03.243, 71 %, 78 %, 5293 MiB, 62
2026/06/25 16:12:03.345, 74 %, 82 %, 5293 MiB, 63
2026/06/25 16:12:03.448, 74 %, 82 %, 5293 MiB, 63
2026/06/25 16:12:03.550, 71 %, 77 %, 5293 MiB, 63
2026/06/25 16:12:03.653, 71 %, 78 %, 5293 MiB, 63
2026/06/25 16:12:03.771, 71 %, 78 %, 5293 MiB, 63
2026/06/25 16:12:03.873, 73 %, 80 %, 5293 MiB, 63
2026/06/25 16:12:03.974, 73 %, 80 %, 5293 MiB, 63
2026/06/25 16:12:04.076, 22 %, 24 %, 5293 MiB, 63
2026/06/25 16:12:04.178, 22 %, 24 %, 5293 MiB, 63
2026/06/25 16:12:04.280, 0 %, 0 %, 5293 MiB, 63
2026/06/25 16:12:04.382, 0 %, 0 %, 5293 MiB, 60
2026/06/25 16:12:04.484, 1 %, 0 %, 5293 MiB, 60
2026/06/25 16:12:04.586, 1 %, 0 %, 5293 MiB, 60
2026/06/25 16:12:04.688, 0 %, 0 %, 5293 MiB, 60
2026/06/25 16:12:04.789, 0 %, 0 %, 5293 MiB, 60
2026/06/25 16:12:04.892, 0 %, 0 %, 5293 MiB, 58
2026/06/25 16:12:04.994, 0 %, 0 %, 5293 MiB, 58
2026/06/25 16:12:05.096, 0 %, 0 %, 5293 MiB, 58
2026/06/25 16:12:05.198, 0 %, 0 %, 5293 MiB, 58
2026/06/25 16:12:05.300, 0 %, 0 %, 5293 MiB, 58
2026/06/25 16:12:05.402, 0 %, 0 %, 5293 MiB, 57
2026/06/25 16:12:05.505, 0 %, 0 %, 5293 MiB, 57
2026/06/25 16:12:05.607, 0 %, 0 %, 5293 MiB, 57
2026/06/25 16:12:05.709, 0 %, 0 %, 5293 MiB, 57
2026/06/25 16:12:05.811, 0 %, 0 %, 5293 MiB, 57
2026/06/25 16:12:05.913, 2 %, 0 %, 5293 MiB, 57
2026/06/25 16:12:06.015, 2 %, 0 %, 5293 MiB, 57
