timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], temperature.gpu
2026/06/25 16:12:06.116, 3 %, 0 %, 5293 MiB, 57
2026/06/25 16:12:06.218, 3 %, 0 %, 5293 MiB, 57
2026/06/25 16:12:06.320, 2 %, 0 %, 5293 MiB, 57
2026/06/25 16:12:06.423, 2 %, 0 %, 5293 MiB, 56
2026/06/25 16:12:06.527, 0 %, 0 %, 5293 MiB, 56
2026/06/25 16:12:06.631, 0 %, 0 %, 5293 MiB, 56
2026/06/25 16:12:06.733, 0 %, 0 %, 5293 MiB, 56
2026/06/25 16:12:06.835, 0 %, 0 %, 5293 MiB, 56
2026/06/25 16:12:06.937, 0 %, 0 %, 5293 MiB, 55
2026/06/25 16:12:07.040, 0 %, 0 %, 5293 MiB, 55
2026/06/25 16:12:07.143, 0 %, 0 %, 5293 MiB, 55
2026/06/25 16:12:07.246, 0 %, 0 %, 5293 MiB, 55
2026/06/25 16:12:07.349, 0 %, 0 %, 5293 MiB, 55
